attendance,away_final_score,away_team,date,elapsed_time,g_id,home_final_score,home_team,start_time,umpire_1B,umpire_2B,umpire_3B,umpire_HP,venue_name,weather,wind,delay
24938,2,det,2016-07-21,128,201601420,1,cha,7:10 PM,Jeff Nelson,Doug Eddings,Ryan Blakney,Cory Blaser,U.S. Cellular Field,"89 degrees, clear","13 mph, R to L",125
38586,6,lan,2016-07-21,215,201601421,3,was,12:06 PM,Pat Hoberg,Mike DiMuro,Quinn Wolcott,Brian Gorman,Nationals Park,"84 degrees, partly cloudy","2 mph, Out to LF",0
27839,9,mia,2016-07-21,177,201601422,3,phi,7:08 PM,Dan Bellino,Tom Hallion,Laz Diaz,Adam Hamari,Citizens Bank Park,"85 degrees, partly cloudy","10 mph, Out to CF",0
35978,3,mil,2016-07-21,167,201601423,5,pit,7:07 PM,Carlos Torres,Rob Drake,Sam Holbrook,Gerry Davis,PNC Park,"86 degrees, partly cloudy","7 mph, Out to LF",0
37566,2,min,2016-07-21,165,201601424,13,bos,7:09 PM,Dan Iassogna,Clint Fagan,Paul Emmel,Bob Davidson,Fenway Park,"88 degrees, partly cloudy","14 mph, Out to CF",0
40134,5,sdn,2016-07-21,198,201601425,6,sln,6:16 PM,Alfonso Marquez,Larry Vanover,David Rackley,Chris Guccione,Busch Stadium,"95 degrees, partly cloudy","5 mph, R to L",0
14412,7,tba,2016-07-21,166,201601426,3,oak,7:08 PM,Joe West,Kerwin Danley,Andy Fletcher,Mark Ripperger,Oakland Coliseum,"66 degrees, clear","13 mph, Out to RF",0
36453,1,ana,2016-07-22,182,201601427,2,hou,7:11 PM,Hunter Wendelstedt,Jerry Layne,Scott Barry,Tripp Gibson III,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
24252,2,ari,2016-07-22,195,201601428,6,cin,7:10 PM,Rob Drake,Sam Holbrook,Gerry Davis,Carlos Torres,Great American Ball Park,"83 degrees, partly cloudy","11 mph, Varies",0
35880,3,atl,2016-07-22,198,201601429,4,col,6:41 PM,Mark Wegner,Mike Muchlinski,Mike Winters,Marty Foster,Coors Field,"89 degrees, partly cloudy","5 mph, Out to RF",0
42243,5,chn,2016-07-22,187,201601430,2,mil,7:10 PM,Fieldin Culbreth,Manny Gonzalez,Brian O'Nora,CB Bucknor,Miller Park,"86 degrees, clear","8 mph, In from CF",0
39358,1,cle,2016-07-22,172,201601431,5,bal,7:07 PM,Quinn Wolcott,Lance Barksdale,Brian Gorman,Pat Hoberg,Oriole Park at Camden Yards,"91 degrees, partly cloudy","5 mph, Out to RF",0
22611,7,det,2016-07-22,215,201601432,5,cha,7:10 PM,Doug Eddings,Ryan Blakney,Cory Blaser,Jeff Nelson,U.S. Cellular Field,"89 degrees, clear","7 mph, In from LF",0
41915,3,lan,2016-07-22,310,201601433,4,sln,7:15 PM,Ramon De Jesus,Greg Gibson,Dana DeMuth,Mike Estabrook,Busch Stadium,"86 degrees, partly cloudy","2 mph, R to L",0
37001,2,min,2016-07-22,180,201601434,1,bos,7:10 PM,Clint Fagan,Paul Emmel,Bob Davidson,Dan Iassogna,Fenway Park,"92 degrees, partly cloudy","18 mph, Out to CF",0
23661,5,nyn,2016-07-22,187,201601435,3,mia,7:11 PM,Ted Barrett,Toby Basner,Angel Hernandez,Will Little,Marlins Park,"78 degrees, roof closed","0 mph, None",0
33703,4,phi,2016-07-22,158,201601436,0,pit,7:06 PM,Todd Tichenor,Brian Knight,Mark Carlson,Tony Randazzo,PNC Park,"87 degrees, partly cloudy","10 mph, In from RF",0
31618,5,sdn,2016-07-22,178,201601437,3,was,7:05 PM,Tom Hallion,Laz Diaz,Adam Hamari,Dan Bellino,Nationals Park,"90 degrees, partly cloudy","14 mph, L to R",0
46737,2,sea,2016-07-22,161,201601438,1,tor,7:07 PM,Jordan Baker,Tim Timmons,Stu Scheurwater,Mike Everitt,Rogers Centre,"89 degrees, clear","18 mph, L to R",0
45304,2,sfn,2016-07-22,197,201601439,3,nya,7:10 PM,Larry Vanover,Chris Guccione,David Rackley,Alfonso Marquez,Yankee Stadium,"92 degrees, partly cloudy","14 mph, Out to CF",0
15250,0,tba,2016-07-22,211,201601440,1,oak,7:07 PM,Kerwin Danley,Andy Fletcher,Mark Ripperger,Joe West,Oakland Coliseum,"69 degrees, clear","15 mph, Out to RF",0
33535,1,tex,2016-07-22,164,201601441,3,kca,7:15 PM,Chad Fairchild,Eric Cooper,Jim Wolf,Adrian Johnson,Kauffman Stadium,"94 degrees, clear","9 mph, R to L",0
35119,2,ana,2016-07-23,173,201601442,7,hou,6:10 PM,Jerry Layne,Scott Barry,Tripp Gibson III,Hunter Wendelstedt,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
23963,1,ari,2016-07-23,180,201601443,6,cin,7:10 PM,Sam Holbrook,Gerry Davis,Carlos Torres,Rob Drake,Great American Ball Park,"92 degrees, partly cloudy","4 mph, R to L",0
46195,4,atl,2016-07-23,182,201601444,8,col,6:12 PM,Mike Muchlinski,Mike Winters,Marty Foster,Mark Wegner,Coors Field,"86 degrees, cloudy","18 mph, In from CF",47
44643,1,chn,2016-07-23,176,201601445,6,mil,6:10 PM,Manny Gonzalez,Brian O'Nora,CB Bucknor,Fieldin Culbreth,Miller Park,"83 degrees, roof closed","0 mph, None",0
31946,2,cle,2016-07-23,172,201601446,5,bal,7:08 PM,Lance Barksdale,Brian Gorman,Pat Hoberg,Quinn Wolcott,Oriole Park at Camden Yards,"94 degrees, partly cloudy","6 mph, Out to RF",14
32527,3,det,2016-07-23,195,201601447,4,cha,6:20 PM,Ryan Blakney,Cory Blaser,Jeff Nelson,Doug Eddings,U.S. Cellular Field,"91 degrees, cloudy","7 mph, In from CF",130
45477,7,lan,2016-07-23,176,201601448,2,sln,6:15 PM,Greg Gibson,Dana DeMuth,Mike Estabrook,Ramon De Jesus,Busch Stadium,"94 degrees, clear","6 mph, R to L",0
37600,11,min,2016-07-23,251,201601449,9,bos,7:11 PM,Paul Emmel,Bob Davidson,Dan Iassogna,Clint Fagan,Fenway Park,"79 degrees, partly cloudy","7 mph, Out to CF",0
26841,2,nyn,2016-07-23,189,201601450,7,mia,7:10 PM,Toby Basner,Angel Hernandez,Will Little,Ted Barrett,Marlins Park,"77 degrees, roof closed","0 mph, None",0
35802,4,phi,2016-07-23,215,201601451,7,pit,4:06 PM,Brian Knight,Mark Carlson,Tony Randazzo,Todd Tichenor,PNC Park,"85 degrees, partly cloudy","7 mph, Out to LF",0
30747,2,sdn,2016-07-23,181,201601452,3,was,7:05 PM,Laz Diaz,Adam Hamari,Dan Bellino,Tom Hallion,Nationals Park,"94 degrees, partly cloudy","10 mph, Out to RF",0
47517,14,sea,2016-07-23,198,201601453,5,tor,1:08 PM,Tim Timmons,Stu Scheurwater,Mike Everitt,Jordan Baker,Rogers Centre,"89 degrees, sunny","13 mph, In from CF",0
46727,2,sfn,2016-07-23,265,201601454,1,nya,4:09 PM,Chris Guccione,David Rackley,Alfonso Marquez,Larry Vanover,Yankee Stadium,"93 degrees, sunny","8 mph, Out to CF",0
30436,3,tba,2016-07-23,142,201601455,4,oak,6:07 PM,Andy Fletcher,Mark Ripperger,Joe West,Kerwin Danley,Oakland Coliseum,"72 degrees, clear","13 mph, Out to RF",0
32132,7,tex,2016-07-23,194,201601456,4,kca,6:15 PM,Eric Cooper,Jim Wolf,Adrian Johnson,Chad Fairchild,Kauffman Stadium,"94 degrees, partly cloudy","10 mph, R to L",0
32721,3,ana,2016-07-24,180,201601457,13,hou,1:11 PM,Scott Barry,Tripp Gibson III,Hunter Wendelstedt,Jerry Layne,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
25304,9,ari,2016-07-24,212,201601458,8,cin,1:11 PM,Gerry Davis,Carlos Torres,Rob Drake,Sam Holbrook,Great American Ball Park,"91 degrees, partly cloudy","6 mph, Out to CF",0
34695,2,atl,2016-07-24,176,201601459,7,col,2:12 PM,Mike Winters,Marty Foster,Mark Wegner,Mike Muchlinski,Coors Field,"91 degrees, partly cloudy","5 mph, Out to LF",0
43310,6,chn,2016-07-24,248,201601460,5,mil,1:10 PM,Brian O'Nora,CB Bucknor,Fieldin Culbreth,Manny Gonzalez,Miller Park,"90 degrees, cloudy","10 mph, R to L",0
37821,3,cle,2016-07-24,166,201601461,5,bal,1:37 PM,Brian Gorman,Pat Hoberg,Quinn Wolcott,Lance Barksdale,Oriole Park at Camden Yards,"90 degrees, partly cloudy","3 mph, Out to LF",0
30281,4,det,2016-07-24,180,201601462,5,cha,2:01 PM,Cory Blaser,Jeff Nelson,Doug Eddings,Ryan Blakney,U.S. Cellular Field,"91 degrees, sunny","16 mph, R to L",0
41423,9,lan,2016-07-24,229,201601463,6,sln,7:10 PM,Dana DeMuth,Mike Estabrook,Ramon De Jesus,Greg Gibson,Busch Stadium,"96 degrees, clear","9 mph, R to L",0
36806,7,min,2016-07-24,195,201601464,8,bos,1:35 PM,Bob Davidson,Dan Iassogna,Clint Fagan,Paul Emmel,Fenway Park,"88 degrees, partly cloudy","9 mph, Out to RF",0
25004,3,nyn,2016-07-24,170,201601465,0,mia,1:12 PM,Angel Hernandez,Will Little,Ted Barrett,Toby Basner,Marlins Park,"76 degrees, roof closed","0 mph, None",0
32439,4,phi,2016-07-24,188,201601466,5,pit,1:36 PM,Mark Carlson,Tony Randazzo,Todd Tichenor,Brian Knight,PNC Park,"89 degrees, partly cloudy","6 mph, In from RF",92
30663,10,sdn,2016-07-24,212,201601467,6,was,1:37 PM,Adam Hamari,Dan Bellino,Tom Hallion,Laz Diaz,Nationals Park,"96 degrees, sunny","6 mph, R to L",0
47488,0,sea,2016-07-24,141,201601468,2,tor,1:08 PM,Stu Scheurwater,Mike Everitt,Jordan Baker,Tim Timmons,Rogers Centre,"73 degrees, cloudy","15 mph, In from RF",0
34143,2,sfn,2016-07-24,186,201601469,5,nya,1:10 PM,David Rackley,Alfonso Marquez,Larry Vanover,Chris Guccione,Yankee Stadium,"93 degrees, partly cloudy","5 mph, Out to RF",0
17642,2,tba,2016-07-24,141,201601470,3,oak,1:07 PM,Mark Ripperger,Joe West,Kerwin Danley,Andy Fletcher,Oakland Coliseum,"71 degrees, sunny","12 mph, Out to RF",0
32739,2,tex,2016-07-24,183,201601471,1,kca,1:18 PM,Jim Wolf,Adrian Johnson,Chad Fairchild,Eric Cooper,Kauffman Stadium,"95 degrees, partly cloudy","4 mph, L to R",0
33828,6,ana,2016-07-25,185,201601472,2,kca,7:16 PM,Paul Nauert,Phil Cuzzi,Dan Bellino,Adam Hamari,Kauffman Stadium,"84 degrees, partly cloudy","10 mph, In from RF",0
25347,2,ari,2016-07-25,189,201601473,7,mil,6:22 PM,Jim Wolf,Adrian Johnson,Chad Whitson,Gary Cederstrom,Miller Park,"83 degrees, clear","8 mph, In from CF",0
39510,4,chn,2016-07-25,203,201601474,5,cha,7:10 PM,Tripp Gibson III,Hunter Wendelstedt,Jerry Layne,Scott Barry,U.S. Cellular Field,"84 degrees, partly cloudy","7 mph, In from RF",0
42147,7,cin,2016-07-25,185,201601475,5,sfn,7:16 PM,Joe West,Kerwin Danley,Andy Fletcher,Mark Ripperger,AT&T Park,"61 degrees, clear","14 mph, Out to CF",0
19361,2,col,2016-07-25,194,201601476,3,bal,7:07 PM,Cory Blaser,D.J. Reyburn,Vic Carapazza,John Hirschbeck,Oriole Park at Camden Yards,"95 degrees, cloudy","6 mph, Out to CF",0
37479,4,det,2016-07-25,207,201601477,2,bos,7:11 PM,Brian O'Nora,CB Bucknor,Manny Gonzalez,Jim Reynolds,Fenway Park,"85 degrees, cloudy","18 mph, Out to LF",0
30628,2,nya,2016-07-25,161,201601478,1,hou,7:10 PM,Mike Estabrook,Ramon De Jesus,Greg Gibson,Dana DeMuth,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
27292,6,oak,2016-07-25,178,201601479,7,tex,7:08 PM,Todd Tichenor,Ryan Blakney,Brian Knight,Bill Miller,Globe Life Park in Arlington,"88 degrees, overcast","15 mph, L to R",0
19465,4,phi,2016-07-25,183,201601480,0,mia,7:10 PM,Chris Conroy,Pat Hoberg,Jerry Meals,Ron Kulpa,Marlins Park,"78 degrees, roof closed","0 mph, None",0
41483,2,sdn,2016-07-25,161,201601481,4,tor,7:07 PM,Dan Iassogna,Clint Fagan,Eric Cooper,Lance Barrett,Rogers Centre,"88 degrees, partly cloudy","8 mph, In from LF",0
28026,13,ana,2016-07-26,184,201601482,0,kca,7:15 PM,Phil Cuzzi,Dan Bellino,Adam Hamari,Paul Nauert,Kauffman Stadium,"85 degrees, clear","7 mph, In from RF",0
24074,4,ari,2016-07-26,215,201601483,9,mil,7:11 PM,Adrian Johnson,Chad Whitson,Gary Cederstrom,Jim Wolf,Miller Park,"86 degrees, clear","8 mph, In from CF",0
26690,2,atl,2016-07-26,143,201601484,0,min,7:10 PM,Doug Eddings,Toby Basner,Laz Diaz,Jeff Nelson,Target Field,"88 degrees, partly cloudy","15 mph, Out to LF",0
39553,0,chn,2016-07-26,175,201601485,3,cha,6:10 PM,Hunter Wendelstedt,Jerry Layne,Scott Barry,Tripp Gibson III,U.S. Cellular Field,"86 degrees, clear","6 mph, L to R",0
41896,7,cin,2016-07-26,200,201601486,9,sfn,7:15 PM,Kerwin Danley,Andy Fletcher,Mark Ripperger,Joe West,AT&T Park,"65 degrees, clear","12 mph, Out to CF",0
23677,6,col,2016-07-26,164,201601487,3,bal,7:07 PM,D.J. Reyburn,Vic Carapazza,John Hirschbeck,Cory Blaser,Oriole Park at Camden Yards,"90 degrees, partly cloudy","4 mph, In from LF",0
38378,9,det,2016-07-26,213,201601488,8,bos,7:10 PM,CB Bucknor,Manny Gonzalez,Jim Reynolds,Brian O'Nora,Fenway Park,"92 degrees, partly cloudy","12 mph, In from LF",0
28134,6,nya,2016-07-26,183,201601489,3,hou,7:10 PM,Ramon De Jesus,Greg Gibson,Dana DeMuth,Mike Estabrook,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
25272,6,oak,2016-07-26,181,201601490,3,tex,8:07 PM,Ryan Blakney,Brian Knight,Bill Miller,Todd Tichenor,Globe Life Park in Arlington,"89 degrees, cloudy","10 mph, L to R",62
20365,0,phi,2016-07-26,161,201601491,5,mia,7:12 PM,Pat Hoberg,Jerry Meals,Ron Kulpa,Chris Conroy,Marlins Park,"78 degrees, roof closed","0 mph, None",0
45515,6,sdn,2016-07-26,238,201601492,6,tor,7:07 PM,Clint Fagan,Eric Cooper,Lance Barrett,Dan Iassogna,Rogers Centre,"76 degrees, clear","10 mph, Out to CF",0
30969,7,sea,2016-07-26,188,201601493,4,pit,7:08 PM,Alfonso Marquez,Larry Vanover,Nic Lentz,David Rackley,PNC Park,"84 degrees, cloudy","6 mph, Out to RF",0
0,3,sln,2016-07-26,198,201601494,2,nyn,4:11 PM,Ben May,Mark Wegner,Mike Muchlinski,Stu Scheurwater,Citi Field,"90 degrees, partly cloudy","11 mph, Out to RF",0
37116,1,sln,2016-07-26,153,201601495,3,nyn,8:04 PM,Mark Wegner,Mike Muchlinski,Ben May,Mike Winters,Citi Field,"87 degrees, partly cloudy","13 mph, In from LF",0
46960,2,tba,2016-07-26,175,201601496,3,lan,7:11 PM,Chad Fairchild,James Hoye,Marvin Hudson,Jim Joyce,Dodger Stadium,"78 degrees, clear","6 mph, Out to RF",0
23711,6,was,2016-07-26,197,201601497,7,cle,7:10 PM,Jeff Kellogg,John Tumpane,Chris Guccione,Alan Porter,Progressive Field,"79 degrees, clear","7 mph, In from CF",0
30279,5,ana,2016-07-27,195,201601498,7,kca,7:14 PM,Dan Bellino,Adam Hamari,Paul Nauert,Phil Cuzzi,Kauffman Stadium,"89 degrees, partly cloudy","6 mph, L to R",0
22581,8,ari,2016-07-27,176,201601499,1,mil,7:10 PM,Chad Whitson,Gary Cederstrom,Jim Wolf,Adrian Johnson,Miller Park,"77 degrees, partly cloudy","9 mph, In from LF",0
29482,9,atl,2016-07-27,199,201601500,7,min,7:10 PM,Toby Basner,Laz Diaz,Jeff Nelson,Doug Eddings,Target Field,"73 degrees, overcast","9 mph, L to R",0
41166,1,cha,2016-07-27,171,201601501,8,chn,7:09 PM,Jerry Layne,Scott Barry,Tripp Gibson III,Hunter Wendelstedt,Wrigley Field,"78 degrees, partly cloudy","12 mph, In from RF",0
42079,2,cin,2016-07-27,143,201601502,1,sfn,12:45 PM,Andy Fletcher,Mark Ripperger,Joe West,Kerwin Danley,AT&T Park,"70 degrees, sunny","9 mph, Out to CF",0
20324,3,col,2016-07-27,168,201601503,1,bal,7:07 PM,Vic Carapazza,John Hirschbeck,Cory Blaser,D.J. Reyburn,Oriole Park at Camden Yards,"90 degrees, partly cloudy","3 mph, Out to LF",0
37842,4,det,2016-07-27,175,201601504,3,bos,1:37 PM,Manny Gonzalez,Jim Reynolds,Brian O'Nora,CB Bucknor,Fenway Park,"86 degrees, sunny","15 mph, R to L",0
35186,1,nya,2016-07-27,158,201601505,4,hou,7:11 PM,Greg Gibson,Dana DeMuth,Mike Estabrook,Ramon De Jesus,Minute Maid Park,"73 degrees, roof closed","0 mph, None",0
29630,6,oak,2016-07-27,164,201601506,4,tex,7:07 PM,Brian Knight,Bill Miller,Todd Tichenor,Ryan Blakney,Globe Life Park in Arlington,"89 degrees, cloudy","5 mph, R to L",0
32403,1,phi,2016-07-27,177,201601507,11,mia,12:10 PM,Jerry Meals,Ron Kulpa,Chris Conroy,Pat Hoberg,Marlins Park,"75 degrees, roof closed","0 mph, None",0
47301,8,sdn,2016-07-27,162,201601508,4,tor,12:39 PM,Eric Cooper,Lance Barrett,Dan Iassogna,Clint Fagan,Rogers Centre,"76 degrees, sunny","4 mph, Out to RF",0
35483,1,sea,2016-07-27,161,201601509,10,pit,7:06 PM,Larry Vanover,Nic Lentz,David Rackley,Alfonso Marquez,PNC Park,"88 degrees, partly cloudy","4 mph, Out to RF",0
37851,5,sln,2016-07-27,187,201601510,4,nyn,7:13 PM,Mike Muchlinski,Stu Scheurwater,Mike Winters,Mark Wegner,Citi Field,"88 degrees, partly cloudy","15 mph, Out to LF",0
43576,3,tba,2016-07-27,187,201601511,1,lan,12:10 PM,James Hoye,Marvin Hudson,Jim Joyce,Chad Fairchild,Dodger Stadium,"90 degrees, sunny","6 mph, L to R",0
26607,4,was,2016-07-27,191,201601512,1,cle,12:10 PM,John Tumpane,Chris Guccione,Alan Porter,Jeff Kellogg,Progressive Field,"83 degrees, sunny","10 mph, L to R",0
33971,4,ari,2016-07-28,170,201601513,6,mil,1:10 PM,Gary Cederstrom,Jim Wolf,Adrian Johnson,Chad Whitson,Miller Park,"79 degrees, cloudy","11 mph, Out to RF",0
22569,2,bal,2016-07-28,180,201601514,6,min,6:10 PM,Laz Diaz,Jeff Nelson,Doug Eddings,Toby Basner,Target Field,"75 degrees, partly cloudy","13 mph, In from LF",0
41257,1,bos,2016-07-28,185,201601515,2,ana,7:09 PM,Mark Ripperger,Joe West,Kerwin Danley,Andy Fletcher,Angel Stadium of Anaheim,"81 degrees, clear","7 mph, Out to CF",0
41157,1,cha,2016-07-28,171,201601516,3,chn,7:07 PM,Scott Barry,Tripp Gibson III,Hunter Wendelstedt,Jerry Layne,Wrigley Field,"73 degrees, cloudy","8 mph, In from LF",0
38292,2,col,2016-07-28,193,201601517,1,nyn,1:11 PM,Chris Guccione,Alan Porter,Jeff Kellogg,John Tumpane,Citi Field,"93 degrees, partly cloudy","7 mph, In from LF",0
36008,2,kca,2016-07-28,146,201601518,3,tex,7:40 PM,Ron Kulpa,Chris Conroy,Pat Hoberg,Jerry Meals,Globe Life Park in Arlington,"83 degrees, cloudy","8 mph, In from CF",35
22785,7,phi,2016-07-28,205,201601519,5,atl,7:10 PM,Nic Lentz,David Rackley,Alfonso Marquez,Larry Vanover,Turner Field,"85 degrees, cloudy","15 mph, R to L",0
25060,5,sln,2016-07-28,148,201601520,4,mia,7:10 PM,John Hirschbeck,Bill Welke,D.J. Reyburn,Vic Carapazza,Marlins Park,"78 degrees, roof closed","0 mph, None",0
42001,4,was,2016-07-28,208,201601521,2,sfn,7:16 PM,Marvin Hudson,Chad Fairchild,Jim Joyce,James Hoye,AT&T Park,"58 degrees, partly cloudy","13 mph, Out to CF",0
50966,7,ari,2016-07-29,204,201601522,9,lan,7:11 PM,Bill Miller,Todd Tichenor,Ryan Blakney,Brian Knight,Dodger Stadium,"80 degrees, clear","7 mph, Out to RF",0
46112,5,bal,2016-07-29,165,201601523,6,tor,7:08 PM,Jim Reynolds,Brian O'Nora,CB Bucknor,Manny Gonzalez,Rogers Centre,"76 degrees, clear","2 mph, R to L",0
39113,6,bos,2016-07-29,150,201601524,2,ana,7:09 PM,Joe West,Kerwin Danley,Andy Fletcher,Mark Ripperger,Angel Stadium of Anaheim,"81 degrees, clear","7 mph, R to L",0
23983,1,cha,2016-07-29,222,201601525,2,min,7:12 PM,Jim Wolf,Adrian Johnson,Chad Whitson,Gary Cederstrom,Target Field,"75 degrees, clear","7 mph, In from LF",0
33509,6,cin,2016-07-29,177,201601526,0,sdn,7:41 PM,Greg Gibson,Ramon De Jesus,Mike Estabrook,Dana DeMuth,Petco Park,"74 degrees, clear","9 mph, L to R",0
40035,6,col,2016-07-29,187,201601527,1,nyn,7:11 PM,Alan Porter,Jeff Kellogg,John Tumpane,Chris Guccione,Citi Field,"82 degrees, clear","8 mph, In from RF",0
31771,6,hou,2016-07-29,185,201601528,14,det,7:11 PM,Adam Hamari,Paul Nauert,Phil Cuzzi,Dan Bellino,Comerica Park,"77 degrees, overcast","3 mph, In from CF",0
40008,3,kca,2016-07-29,170,201601529,8,tex,7:06 PM,Chris Conroy,Pat Hoberg,Jerry Meals,Ron Kulpa,Globe Life Park in Arlington,"92 degrees, clear","8 mph, R to L",0
17856,1,nya,2016-07-29,178,201601530,5,tba,7:10 PM,Cory Blaser,Jeff Nelson,Doug Eddings,Laz Diaz,Tropicana Field,"72 degrees, dome","0 mph, None",0
33134,3,oak,2016-07-29,179,201601531,5,cle,7:10 PM,Tripp Gibson III,Hunter Wendelstedt,Jerry Layne,Scott Barry,Progressive Field,"80 degrees, cloudy","16 mph, In from RF",0
27732,1,phi,2016-07-29,163,201601532,2,atl,7:36 PM,David Rackley,Alfonso Marquez,Larry Vanover,Nic Lentz,Turner Field,"84 degrees, partly cloudy","11 mph, Out to RF",0
29442,1,pit,2016-07-29,165,201601533,3,mil,7:10 PM,Marty Foster,Mike Winters,Mark Wegner,Mike Muchlinski,Miller Park,"70 degrees, overcast","12 mph, L to R",0
40951,1,sea,2016-07-29,188,201601534,12,chn,1:21 PM,Lance Barrett,Dan Iassogna,Clint Fagan,Eric Cooper,Wrigley Field,"76 degrees, partly cloudy","10 mph, Varies",74
27414,11,sln,2016-07-29,183,201601535,6,mia,7:12 PM,Bill Welke,D.J. Reyburn,Vic Carapazza,John Hirschbeck,Marlins Park,"78 degrees, roof closed","0 mph, None",0
41959,4,was,2016-07-29,195,201601536,1,sfn,7:15 PM,Chad Fairchild,Jim Joyce,James Hoye,Marvin Hudson,AT&T Park,"61 degrees, clear","12 mph, Out to CF",0
49540,4,ari,2016-07-30,204,201601537,2,lan,6:10 PM,Todd Tichenor,Ryan Blakney,Brian Knight,Bill Miller,Dodger Stadium,"82 degrees, clear","6 mph, Out to RF",0
47305,1,bal,2016-07-30,172,201601538,9,tor,1:08 PM,Brian O'Nora,CB Bucknor,Manny Gonzalez,Jim Reynolds,Rogers Centre,"73 degrees, cloudy","17 mph, In from RF",0
43150,2,bos,2016-07-30,186,201601539,5,ana,6:07 PM,Gabe Morales,Andy Fletcher,Mark Ripperger,Joe West,Angel Stadium of Anaheim,"82 degrees, clear","12 mph, Out to CF",0
27914,6,cha,2016-07-30,203,201601540,5,min,6:10 PM,Adrian Johnson,Chad Whitson,Gary Cederstrom,Jim Wolf,Target Field,"80 degrees, partly cloudy","7 mph, R to L",0
31620,1,cin,2016-07-30,164,201601541,2,sdn,5:41 PM,Ramon De Jesus,Mike Estabrook,Dana DeMuth,Greg Gibson,Petco Park,"73 degrees, partly cloudy","7 mph, Varies",0
42207,7,col,2016-07-30,189,201601542,2,nyn,7:48 PM,Jeff Kellogg,John Tumpane,Chris Guccione,Alan Porter,Citi Field,"76 degrees, cloudy","7 mph, Out to LF",38
34673,2,hou,2016-07-30,169,201601543,3,det,7:10 PM,Paul Nauert,Phil Cuzzi,Dan Bellino,Adam Hamari,Comerica Park,"76 degrees, partly cloudy","6 mph, L to R",0
47125,1,kca,2016-07-30,161,201601544,2,tex,7:40 PM,Pat Hoberg,Jerry Meals,Ron Kulpa,Chris Conroy,Globe Life Park in Arlington,"95 degrees, clear","11 mph, In from CF",0
25883,3,nya,2016-07-30,167,201601545,6,tba,6:09 PM,Jeff Nelson,Doug Eddings,Laz Diaz,Cory Blaser,Tropicana Field,"72 degrees, dome","0 mph, None",0
32850,3,oak,2016-07-30,159,201601546,6,cle,7:37 PM,Hunter Wendelstedt,Jerry Layne,Scott Barry,Tripp Gibson III,Progressive Field,"76 degrees, partly cloudy","1 mph, R to L",27
38236,9,phi,2016-07-30,220,201601547,5,atl,7:11 PM,Alfonso Marquez,Larry Vanover,Nic Lentz,David Rackley,Turner Field,"81 degrees, cloudy","9 mph, Out to RF",0
36663,3,pit,2016-07-30,199,201601548,5,mil,6:10 PM,Mike Winters,Mark Wegner,Mike Muchlinski,Marty Foster,Miller Park,"73 degrees, partly cloudy","10 mph, In from LF",0
41401,4,sea,2016-07-30,157,201601549,1,chn,1:20 PM,Dan Iassogna,Clint Fagan,Eric Cooper,Lance Barrett,Wrigley Field,"75 degrees, cloudy","12 mph, In from RF",0
25011,0,sln,2016-07-30,182,201601550,11,mia,7:11 PM,D.J. Reyburn,Vic Carapazza,John Hirschbeck,Bill Welke,Marlins Park,"78 degrees, roof closed","0 mph, None",0
41743,3,was,2016-07-30,209,201601551,5,sfn,1:06 PM,Jim Joyce,James Hoye,Marvin Hudson,Chad Fairchild,AT&T Park,"63 degrees, partly cloudy","12 mph, Out to CF",0
42380,3,ari,2016-07-31,223,201601552,14,lan,1:10 PM,Ryan Blakney,Brian Knight,Bill Miller,Todd Tichenor,Dodger Stadium,"88 degrees, sunny","10 mph, Out to CF",0
46792,6,bal,2016-07-31,227,201601553,2,tor,1:08 PM,CB Bucknor,Manny Gonzalez,Jim Reynolds,Brian O'Nora,Rogers Centre,"68 degrees, roof closed","0 mph, None",0
39553,5,bos,2016-07-31,212,201601554,3,ana,12:38 PM,Andy Fletcher,Mark Ripperger,Joe West,Gabe Morales,Angel Stadium of Anaheim,"86 degrees, sunny","10 mph, R to L",0
29670,4,cha,2016-07-31,159,201601555,6,min,1:12 PM,Chad Whitson,Gary Cederstrom,Jim Wolf,Adrian Johnson,Target Field,"80 degrees, partly cloudy","8 mph, Varies",0
27436,3,cin,2016-07-31,189,201601556,2,sdn,1:42 PM,Mike Estabrook,Dana DeMuth,Greg Gibson,Ramon De Jesus,Petco Park,"82 degrees, sunny","8 mph, Out to RF",0
36279,4,col,2016-07-31,186,201601557,6,nyn,1:48 PM,John Tumpane,Chris Guccione,Alan Porter,Jeff Kellogg,Citi Field,"78 degrees, cloudy","12 mph, R to L",38
31043,0,hou,2016-07-31,179,201601558,11,det,1:10 PM,Phil Cuzzi,Dan Bellino,Adam Hamari,Paul Nauert,Comerica Park,"78 degrees, sunny","3 mph, In from CF",0
32806,3,kca,2016-07-31,142,201601559,5,tex,2:06 PM,Jerry Meals,Ron Kulpa,Chris Conroy,Pat Hoberg,Globe Life Park in Arlington,"96 degrees, sunny","8 mph, In from RF",0
18109,3,nya,2016-07-31,181,201601560,5,tba,1:10 PM,Doug Eddings,Laz Diaz,Cory Blaser,Jeff Nelson,Tropicana Field,"72 degrees, dome","0 mph, None",0
